iter	Passed	Remaining
756	1784	572
757	1785	570
758	1792	569
759	1794	566
760	1796	564
761	1797	561
762	1798	558
763	1800	556
764	1801	553
765	1804	551
766	1807	548
767	1808	546
768	1810	543
769	1811	541
770	1812	538
771	1813	535
772	1815	533
773	1817	530
774	1820	528
775	1822	526
776	1824	523
777	1826	521
778	1827	518
779	1828	515
780	1830	513
781	1832	510
782	1835	508
783	1837	506
784	1839	503
785	1840	501
786	1842	498
787	1844	496
788	1845	493
789	1848	491
790	1851	489
791	1853	486
792	1854	484
793	1856	481
794	1857	479
795	1859	476
796	1863	474
797	1865	472
798	1867	469
799	1869	467
800	1870	464
801	1872	462
802	1874	459
803	1876	457
804	1878	455
805	1881	452
806	1883	450
807	1884	447
808	1886	445
809	1887	442
810	1889	440
811	1893	438
812	1896	436
813	1897	433
814	1898	431
815	1900	428
816	1901	426
817	1903	423
818	1906	421
819	1908	419
820	1910	416
821	1912	414
822	1914	411
823	1915	409
824	1916	406
825	1917	404
826	1921	401
827	1924	399
828	1926	397
829	1927	394
830	1929	392
831	1930	389
832	1932	387
833	1935	385
834	1938	383
835	1940	380
836	1942	378
837	1943	375
838	1944	373
839	1946	370
840	1947	368
841	1951	366
842	1954	363
843	1955	361
844	1957	359
845	1958	356
846	1960	354
847	1961	351
848	1963	349
849	1967	347
850	1968	344
851	1970	342
852	1971	339
853	1972	337
854	1974	334
855	1975	332
856	1976	329
857	1978	327
858	1981	325
859	1982	322
860	1984	320
861	1985	317
862	1986	315
863	1988	312
864	1989	310
865	1990	308
866	1995	306
867	1997	303
868	1998	301
869	2000	298
870	2001	296
871	2002	294
872	2004	291
873	2005	289
874	2009	287
875	2012	284
876	2013	282
877	2015	279
878	2016	277
879	2017	275
880	2019	272
881	2020	270
882	2022	267
883	2025	265
884	2027	263
885	2029	261
886	2030	258
887	2031	256
888	2033	253
889	2035	251
890	2037	249
891	2040	247
892	2042	244
893	2044	242
894	2046	240
895	2047	237
896	2049	235
897	2055	233
898	2057	231
899	2058	228
900	2060	226
901	2061	224
902	2063	221
903	2064	219
904	2066	216
905	2068	214
906	2070	212
907	2071	209
908	2073	207
909	2074	205
910	2075	202
911	2077	200
912	2079	198
913	2082	195
914	2084	193
915	2086	191
916	2087	188
917	2089	186
918	2090	184
919	2092	181
920	2094	179
921	2097	177
922	2098	175
923	2100	172
924	2102	170
925	2103	168
926	2105	165
927	2106	163
928	2108	161
929	2110	158
930	2113	156
931	2116	154
932	2117	152
933	2120	149
934	2122	147
935	2125	145
936	2127	143
937	2129	140
938	2130	138
939	2132	136
940	2133	133
941	2135	131
942	2138	129
943	2140	126
944	2142	124
945	2144	122
946	2145	120
947	2147	117
948	2148	115
949	2149	113
950	2155	111
951	2159	108
952	2161	106
953	2162	104
954	2164	101
955	2165	99
956	2167	97
957	2171	95
958	2172	92
959	2173	90
960	2175	88
961	2176	85
962	2178	83
963	2179	81
964	2181	79
965	2184	76
966	2186	74
967	2187	72
968	2188	70
969	2190	67
970	2192	65
971	2193	63
972	2198	61
973	2201	58
974	2202	56
975	2204	54
976	2205	51
977	2207	49
978	2209	47
979	2212	45
980	2214	42
981	2216	40
982	2218	38
983	2219	36
984	2220	33
985	2222	31
986	2224	29
987	2227	27
988	2230	24
989	2232	22
990	2233	20
991	2235	18
992	2236	15
993	2238	13
994	2241	11
995	2244	9
996	2245	6
997	2247	4
998	2248	2
999	2250	0
